City_ID,City,Latitude,Longitude,Max_Temp,Humidity,Cloudy,Wind_Speed,Country,Date
150,Castro,-24.7911,-50.0119,55.76,95,79,7.27,BR,1619057235
151,Temir,49.1414,57.13,42.89,38,100,13.18,KZ,1619057302
152,Tromsø,69.6496,18.957,32.0,74,75,3.44,NO,1619057302
153,The Valley,18.217,-63.0578,79.0,73,20,12.66,AI,1619057303
154,Port Hardy,50.6996,-127.4199,55.4,47,75,14.97,CA,1619057304
155,Solnechnyy,50.7214,136.6319,56.91,42,2,9.57,RU,1619057304
156,Saint-Michel-des-Saints,46.6834,-73.9159,30.99,49,99,9.01,CA,1619057304
157,Mizdah,31.4451,12.9801,62.98,30,0,12.77,LY,1619057305
158,Basoko,1.2391,23.616,71.08,93,100,1.48,CD,1619057305
159,Sur,22.5667,59.5289,82.9,49,0,5.68,OM,1619057306
160,Longyearbyen,78.2186,15.6401,17.6,73,75,10.36,SJ,1619057306
161,Lebu,-37.6167,-73.65,53.31,81,30,12.3,CL,1619057307
162,Mayahi,13.9553,7.6712,84.27,40,88,5.48,NE,1619057307
163,Ribeira Grande,38.5167,-28.7,63.41,82,62,37.58,PT,1619057307
164,Coffs Harbour,-30.3,153.1333,69.8,43,100,5.75,AU,1619057308
165,Brenham,30.1669,-96.3977,57.2,51,1,3.44,US,1619057308
166,Airai,-8.9266,125.4092,73.6,55,24,2.08,TL,1619057309
167,Amapá,1.0,-52.0,72.03,98,100,2.55,BR,1619057309
168,Iqaluit,63.7506,-68.5145,17.6,79,75,16.11,CA,1619057310
169,Isangel,-19.55,169.2667,84.2,79,75,9.06,VU,1619057310
170,The Pas,53.8251,-101.2541,59.0,25,1,8.05,CA,1619057310
171,Palana,59.1167,159.9667,30.88,97,100,3.27,RU,1619057311
172,Katsuura,35.1333,140.3,73.99,32,40,10.36,JP,1619057311
173,Villa Guerrero,18.8667,-99.65,88.0,19,40,12.66,MX,1619057312
174,Coyhaique,-45.5752,-72.0662,41.02,95,72,6.42,CL,1619057312
175,Tuy Hoa,13.0833,109.3,84.54,71,98,0.92,VN,1619057313
176,Nouadhibou,20.931,-17.0347,64.4,82,0,23.02,MR,1619057313
177,Aktas,49.7789,72.9608,26.6,74,0,2.24,KZ,1619057314
178,Upernavik,72.7868,-56.1549,13.03,67,100,6.31,GL,1619057314
179,Vila Franca do Campo,37.7167,-25.4333,64.4,94,75,23.02,PT,1619057314
180,Slave Lake,55.2834,-114.769,35.6,93,90,23.02,CA,1619057315
181,New Norfolk,-42.7826,147.0587,59.0,60,90,7.0,AU,1619057315
182,Desaguadero,-16.5656,-69.0417,45.19,56,49,4.12,PE,1619057316
183,Srednekolymsk,67.45,153.6833,31.73,99,57,14.12,RU,1619057316
184,Tuatapere,-46.1333,167.6833,55.99,83,100,1.01,NZ,1619057317
185,Narsaq,60.9167,-46.05,46.4,29,75,34.52,GL,1619057317
186,Sandwick,60.0,-1.25,42.8,70,90,13.8,GB,1619057317
187,Itoman,26.1247,127.6694,71.6,83,75,14.97,JP,1619057318
188,Oussouye,12.485,-16.5469,71.73,76,76,9.64,SN,1619057318
189,Tura,25.5198,90.2201,77.76,64,100,1.1,IN,1619057319
190,Rio Grande,-32.035,-52.0986,68.0,82,85,3.0,BR,1619057319
191,Hong Kong,22.2855,114.1577,80.01,73,0,1.99,HK,1619057282
192,Waipawa,-41.4122,175.5153,66.2,59,40,16.11,NZ,1619057320
193,Panjāb,34.388,67.0233,39.2,67,97,3.36,AF,1619057320
194,Namie,37.4833,141.0,71.01,24,0,11.01,JP,1619057321
195,Jacareacanga,-6.2222,-57.7528,72.9,98,60,0.72,BR,1619057321
196,General Roca,-39.0333,-67.5833,62.6,67,75,8.05,AR,1619057321
197,Mehamn,71.0357,27.8492,34.88,80,100,8.3,NO,1619057322
198,Kawalu,-7.3817,108.2082,81.57,60,6,2.91,ID,1619057322
199,Ancud,-41.8697,-73.8203,48.0,100,0,4.47,CL,1619057323
200,Niles,42.0189,-87.8028,37.99,75,20,4.61,US,1619057323
201,Nanortalik,60.1432,-45.2371,36.54,77,100,4.47,GL,1619057324
202,Khromtau,50.2503,58.4347,38.21,54,100,7.7,KZ,1619057324
203,Fortuna,40.5982,-124.1573,51.01,93,75,13.8,US,1619057324
204,Ambovombe,-25.1667,46.0833,68.18,89,3,8.43,MG,1619057325
205,Esteio,-29.8614,-51.1792,69.01,88,0,10.36,BR,1619057325
206,Atambua,-9.1061,124.8925,81.48,63,32,1.05,ID,1619057326
207,Zaysan,47.4667,84.8667,31.41,61,52,8.46,KZ,1619057326
208,Ruteng,-8.6136,120.4721,73.13,51,15,0.43,ID,1619057326
209,Kupang,-10.1667,123.5833,82.58,65,16,2.42,ID,1619057327
210,Lavrentiya,65.5833,-171.0,33.33,74,69,2.42,RU,1619057327
211,Kiryat Gat,31.61,34.7642,61.0,77,13,6.13,IL,1619057281
212,Klisura,42.7,24.45,42.01,88,1,3.11,BG,1619057328
213,Puerto Carreño,6.189,-67.4859,83.75,56,3,5.75,CO,1619057328
214,Bredasdorp,-34.5322,20.0403,62.6,94,100,9.22,ZA,1619057329
215,Codajás,-3.8367,-62.0569,73.67,94,100,2.48,BR,1619057329
216,Rome,43.2128,-75.4557,30.99,86,90,8.05,US,1619057330
217,Sistranda,63.7256,8.834,35.6,87,40,13.8,NO,1619057330
218,Saint-Philippe,-21.3585,55.7679,78.8,78,20,13.8,RE,1619057330
219,Lüderitz,-26.6481,15.1594,64.83,74,27,10.54,NA,1619057331
220,Soe,-9.8607,124.284,77.67,59,53,3.15,ID,1619057331
221,Skjervøy,70.0311,20.9714,36.36,57,100,14.18,NO,1619057332
222,Xam Nua,20.4197,104.0439,84.06,43,0,1.97,LA,1619057332
223,Portland,45.5234,-122.6762,72.0,32,75,6.91,US,1619057169
224,Inta,66.0317,60.1659,36.05,70,100,10.42,RU,1619057333
225,Ahipara,-35.1667,173.1667,66.74,63,56,4.61,NZ,1619057333
226,Wilhelmsburg,48.1057,15.6054,43.0,88,57,8.01,AT,1619057334
227,Mar del Plata,-38.0023,-57.5575,68.0,83,40,16.11,AR,1619057282
228,Pedro Escobedo,20.5,-100.1333,68.0,52,1,6.91,MX,1619057334
229,Ola,59.5833,151.2833,32.92,96,100,2.42,RU,1619057335
230,Sedona,34.8697,-111.761,66.0,12,1,13.8,US,1619057280
231,Muzhi,65.3667,64.6667,31.84,95,100,5.57,RU,1619057335
232,Karīmpur,23.9667,88.6167,87.13,58,99,8.88,IN,1619057336
233,Sémbé,1.6481,14.5806,70.27,97,99,1.21,CG,1619057336
234,Puerto del Rosario,28.5004,-13.8627,66.2,72,75,13.8,ES,1619057336
235,Le Port,-20.9373,55.2919,78.8,73,75,11.5,RE,1619057337
236,Oranjemund,-28.55,16.4333,60.8,84,0,5.37,NA,1619057337
237,Bambous Virieux,-20.3428,57.7575,77.0,94,40,4.61,MU,1619057338
238,Talnakh,69.4865,88.3972,16.9,95,100,10.69,RU,1619057338
239,Fengcheng,40.4536,124.0717,64.78,31,100,4.47,CN,1619057339
240,Três Lagoas,-20.7511,-51.6783,66.0,55,0,4.9,BR,1619057339
241,Alice Springs,-23.7,133.8833,75.2,20,0,12.66,AU,1619057340
242,Liverpool,53.4106,-2.9779,42.8,75,10,6.91,GB,1619057186
243,Piaçabuçu,-10.4056,-36.4344,78.31,87,100,8.12,BR,1619057340
244,Bethel,41.3712,-73.414,39.2,52,90,12.66,US,1619057341
245,Sambava,-14.2667,50.1667,75.24,86,100,10.09,MG,1619057341
246,Te Anau,-45.4167,167.7167,56.55,77,100,6.35,NZ,1619057342
247,Esso,55.9333,158.7,33.33,88,100,4.79,RU,1619057342
248,San-Pédro,4.7485,-6.6363,77.95,91,8,5.84,CI,1619057342
249,Nísia Floresta,-6.0911,-35.2086,80.6,89,40,2.3,BR,1619057343
250,Kumul,42.8,93.45,66.18,26,96,18.32,CN,1619057343
251,Chibombo,-14.6569,28.0706,56.55,86,0,5.17,ZM,1619057344
252,Moyo,3.6609,31.7247,64.4,93,70,2.75,UG,1619057344
253,Inuvik,68.3499,-133.7218,23.0,53,93,18.41,CA,1619057345
254,Malanje,-9.5402,16.341,63.91,91,100,3.11,AO,1619057345
255,Arraial do Cabo,-22.9661,-42.0278,69.8,100,75,5.75,BR,1619057345
256,Saldanha,-33.0117,17.9442,55.4,94,0,1.14,ZA,1619057346
257,Kamenka,51.3223,42.7678,39.0,95,14,6.87,RU,1619057346
258,Chui,-33.6971,-53.4616,66.11,75,0,13.15,UY,1619057347
259,Saurimo,-9.6608,20.3916,66.67,86,100,2.68,AO,1619057347
260,Shumskiy,54.8318,99.1328,29.39,59,100,4.63,RU,1619057348
261,Evensk,61.95,159.2333,31.89,80,100,5.68,RU,1619057348
262,Kahului,20.8947,-156.47,82.4,54,40,14.97,US,1619057349
263,Antalaha,-14.9003,50.2788,73.85,90,100,7.76,MG,1619057349
264,Ratnagiri,16.9833,73.3,79.79,72,100,5.19,IN,1619057350
265,Ostrovnoy,68.0531,39.5131,35.96,97,100,8.84,RU,1619057350
266,Margate,51.3813,1.3862,43.0,68,21,1.99,GB,1619057350
267,Vestmannaeyjar,63.4427,-20.2734,44.35,80,100,13.27,IS,1619057351
268,Sobolevo,54.4299,31.8996,38.08,96,16,7.52,RU,1619057351
269,Sironj,24.1,77.7,79.36,26,0,1.66,IN,1619057352
270,Xai-Xai,-25.0519,33.6442,65.17,93,1,3.53,MZ,1619057352
271,Pochutla,15.7432,-96.4661,82.99,57,56,1.99,MX,1619057353
272,Havelock,34.8791,-76.9013,60.01,38,1,20.71,US,1619057353
273,Luganville,-15.5333,167.1667,84.83,73,53,9.98,VU,1619057353
274,Nipawin,53.3668,-104.0009,60.8,17,1,13.8,CA,1619057354
275,La Ronge,55.1001,-105.2842,62.6,15,10,4.61,CA,1619057354
276,Qidong,31.8128,121.6561,75.0,71,84,20.69,CN,1619057355
277,Geraldton,-28.7667,114.6,78.8,31,76,20.71,AU,1619057355
278,Biržai,56.2,24.75,39.6,81,44,9.13,LT,1619057355
279,Yinchuan,38.4681,106.2731,65.26,46,50,10.78,CN,1619057356
280,Praia,14.9215,-23.5087,69.8,78,20,13.8,CV,1619057356
281,Halifax,44.6453,-63.5724,48.0,93,40,5.75,CA,1619057301
282,Yeppoon,-23.1333,150.7333,78.8,65,75,5.75,AU,1619057357
283,Walvis Bay,-22.9575,14.5053,71.8,58,32,5.86,NA,1619057357
284,Derzhavīnsk,51.1,66.3167,42.28,64,6,2.93,KZ,1619057358
285,Monroe,43.1501,-77.6831,34.0,64,90,11.5,US,1619057264
286,Igarka,67.4667,86.5833,20.86,92,100,13.51,RU,1619057359
287,Stromness,58.965,-3.296,35.6,87,75,3.44,GB,1619057359
288,Flinders,-34.5833,150.8552,66.99,42,0,8.01,AU,1619057359
289,Roebourne,-20.7833,117.1333,86.18,21,6,18.59,AU,1619057360
290,Pingxiang,27.6167,113.85,69.93,90,96,4.47,CN,1619057360
291,Ishigaki,24.3448,124.1572,75.2,94,75,16.11,JP,1619057361
292,Flin Flon,54.7682,-101.865,40.71,79,7,6.62,CA,1619057361
293,Natal,-5.795,-35.2094,80.6,83,40,4.61,BR,1619057361
294,Pachino,36.7186,15.0907,60.8,59,75,6.91,IT,1619057362
295,Batemans Bay,-35.7167,150.1833,64.99,49,1,4.16,AU,1619057362
296,Gwadar,25.1216,62.3254,79.75,70,0,9.13,PK,1619057363
297,Ayr,55.4627,-4.6339,37.4,75,90,3.44,GB,1619057363
298,Digri,25.1558,69.1113,79.12,65,0,10.45,PK,1619057363
299,Taksimo,56.3444,114.8794,28.35,38,2,5.32,RU,1619057364
300,Kristiansund,63.1115,7.732,33.8,86,20,2.3,NO,1619057345
301,Departamento de Maldonado,-34.6667,-54.9167,64.4,82,0,6.91,UY,1619057365
302,Bengkulu,-3.8004,102.2655,81.1,75,55,2.59,ID,1619057331
303,Antofagasta,-23.65,-70.4,60.8,88,75,9.22,CL,1619057365
304,Tiznit Province,29.5833,-9.5,57.45,82,54,2.28,MA,1619057366
305,Malindi,-3.2175,40.1191,78.3,85,100,12.86,KE,1619057366
306,Dhone,15.4167,77.8833,86.2,49,77,3.83,IN,1619057366
307,Nome,64.5011,-165.4064,44.6,36,1,3.44,US,1619057367
308,Santa Rosa de Copán,14.7667,-88.7833,64.63,89,100,1.45,HN,1619057367
309,La Goulette,36.8181,10.305,66.2,55,20,3.44,TN,1619057368
310,Marquette,46.5333,-87.6335,28.99,62,12,1.01,US,1619057368
311,Llanes,43.4198,-4.7549,55.99,83,100,4.36,ES,1619057369
312,Tramandaí,-29.9847,-50.1336,69.67,63,81,15.97,BR,1619057369
313,Mount Gambier,-37.8333,140.7667,59.0,67,75,16.11,AU,1619057111
314,Pedernales,18.0384,-71.744,78.82,63,46,6.69,DO,1619057370
315,Fonte Boa,-2.4959,-66.2662,74.03,98,93,2.59,BR,1619057370
316,Puerto Escondido,15.85,-97.0667,81.28,65,20,5.5,MX,1619057370
317,Spirit River,55.7833,-118.8361,33.8,86,90,19.57,CA,1619057371
318,Bartica,6.4,-58.6167,75.2,100,75,2.3,GY,1619057371
319,Takāb,36.4009,47.1133,57.38,38,16,4.32,IR,1619057372
320,Bandarbeyla,9.4942,50.8122,80.87,81,14,3.22,SO,1619057372
321,Fairbanks,64.8378,-147.7164,48.0,23,1,4.61,US,1619057372
322,Half Moon Bay,37.4636,-122.4286,55.99,87,90,5.75,US,1619057373
323,Russell,32.3502,-85.1999,53.6,53,1,8.05,US,1619057373
324,Sompeta,18.9333,84.6,83.32,76,95,10.89,IN,1619057374
325,Cabo San Lucas,22.8909,-109.9124,77.0,23,40,6.91,MX,1619057356
326,Cidreira,-30.1811,-50.2056,70.45,61,91,17.96,BR,1619057374
327,Souillac,-20.5167,57.5167,77.0,94,40,4.61,MU,1619057375
328,Sawākin,19.1059,37.3321,79.99,61,0,3.09,SD,1619057375
329,Fairview,40.8126,-73.999,43.0,45,90,17.27,US,1619057376
330,Tongchuanshi,35.0806,109.0897,59.11,71,91,5.37,CN,1619057376
331,Garhi Khairo,28.0606,67.9803,81.45,30,3,5.99,PK,1619057377
332,Lázaro Cárdenas,17.9583,-102.2,75.52,63,0,4.7,MX,1619057377
333,Henties Bay,-22.116,14.2845,68.41,73,100,4.29,NA,1619057377
334,Varkaus,62.3153,27.873,36.0,93,90,3.44,FI,1619057378
335,Novobelokatay,55.7062,58.9549,40.53,60,100,3.49,RU,1619057378
336,São João da Barra,-21.6403,-41.0511,71.1,85,0,16.44,BR,1619057379
337,San Cosme y Damián,-27.3167,-56.35,71.6,78,0,2.3,PY,1619057379
338,La Palma,33.8464,-118.0467,62.01,67,90,8.05,US,1619057379
339,Sungai Penuh,-2.0833,101.3833,70.74,86,100,2.44,ID,1619057380
340,Shebunino,46.4339,141.8603,40.73,85,100,6.96,RU,1619057380
341,Itarema,-2.9248,-39.9167,76.77,82,15,2.64,BR,1619057381
342,Port Lincoln,-34.7333,135.8667,61.25,58,100,12.39,AU,1619057381
343,Raudeberg,61.9875,5.1352,39.0,76,91,10.4,NO,1619057381
344,Kabin Buri,13.9511,101.7177,88.39,59,84,4.23,TH,1619057382
345,Bjerkvik,68.5597,17.5189,30.2,80,20,8.05,NO,1619057382
346,Kudahuvadhoo,2.6708,72.8944,81.93,68,87,6.38,MV,1619057383
347,Carutapera,-1.195,-46.02,75.6,92,97,3.85,BR,1619057383
348,Tautira,-17.7333,-149.15,86.0,58,75,14.97,PF,1619057383
349,Kaoma,-14.7833,24.8,59.86,73,47,6.22,ZM,1619057384
350,Zhangaözen,43.3,52.8,56.97,14,100,20.76,KZ,1619057385
351,Lakes Entrance,-37.8811,147.981,64.99,49,7,3.0,AU,1619057385
352,Sisimiut,66.9395,-53.6735,24.51,60,14,6.96,GL,1619057385
